item_id,nsn,nomenclature,category,qty_on_hand,qty_required,shortage,unit_of_issue,condition_code,serial_number,sensitivity_class,location_id,responsible_marine,last_inventoried_date,last_inventoried_iso,last_lateral_transfer_date,days_since_inventory,days_since_lateral_transfer,inventory_overdue,nmc_impacting
ITM-004161,8970-73-873-5903,"MRE Case, Menu A",Class I — Subsistence,128,127,0,CS,B,,ROUTINE,WHSE-A2,"Cpl Diallo, S.",2026-03-24,2026-03-24T05:00:00+00:00,,34,9999,False,False
ITM-004162,6135-25-638-0649,AN/VRC-103 Mount Kit,Class IX — Repair Parts,1,1,0,EA,F,,ROUTINE,ARM-103,"SSgt Whitfield, T.",2026-04-04,2026-04-04T13:00:00+00:00,2026-04-24,22,3,False,True
ITM-004163,8910-49-979-7752,"MRE Case, Menu B",Class I — Subsistence,177,178,1,CS,A,,ROUTINE,WHSE-A2,"MSgt Quinones, V.",2025-12-20,2025-12-20T22:00:00+00:00,2026-04-13,127,13,True,False
ITM-004164,6515-66-895-3307,"Israeli Bandage 6""",Class VIII — Medical,5,5,0,EA,B,,SENSITIVE,MED-CAGE,"Cpl Diallo, S.",2026-04-17,2026-04-17T05:00:00+00:00,2026-03-16,10,41,False,False
ITM-004165,8420-18-765-6686,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,200,205,5,EA,F,,ROUTINE,WHSE-B2,"SSgt Whitfield, T.",2026-02-03,2026-02-03T11:00:00+00:00,2026-04-05,83,21,True,False
ITM-004166,8430-21-117-5895,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,84,84,0,EA,B,,ROUTINE,WHSE-B1,"Sgt Pham, D.",2026-02-27,2026-02-27T09:00:00+00:00,2026-03-28,59,30,False,False
ITM-004167,8430-44-497-0813,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,111,109,0,EA,A,,ROUTINE,WHSE-B2,"Cpl Iwamoto, K.",2026-01-31,2026-01-31T08:00:00+00:00,,86,9999,True,False
ITM-004168,8415-92-461-8583,"Shemagh, Tan",Class II — Clothing & Individual Equip,22,22,0,EA,B,,ROUTINE,WHSE-B1,"GySgt Underwood, R.",2026-04-10,2026-04-10T06:00:00+00:00,2026-04-14,17,13,False,False
ITM-004169,8915-86-596-5256,"Coffee, Instant, Case",Class I — Subsistence,181,179,0,CS,C,,SENSITIVE,WHSE-A2,"Cpl Henderson, B.",2026-04-07,2026-04-07T18:00:00+00:00,,19,9999,False,False
ITM-004170,1310-91-832-0845,"M67 Frag, 4-grenade Pack",Class V — Ammunition,32,34,2,BX,A,,ARMS,ARM-101,"Sgt Alvarado, M.",2026-04-20,2026-04-20T22:00:00+00:00,2025-11-02,6,175,False,False
ITM-004171,6510-84-584-7464,"Israeli Bandage 6""",Class VIII — Medical,154,153,0,EA,C,,ROUTINE,MED-CAGE,"GySgt Yelovich, M.",2025-09-17,2025-09-17T14:00:00+00:00,,221,9999,True,False
ITM-004172,5855-82-668-3872,"AN/PVS-14 NVG, Mono",Class VII — Major End Items,1,0,0,EA,B,USMC-TFZMAJLS,SENSITIVE,ARM-103,"Cpl Kowalski, P.",2026-02-18,2026-02-18T20:00:00+00:00,,67,9999,True,False
ITM-004173,8415-98-777-4102,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,77,79,2,EA,B,,ROUTINE,WHSE-B1,"Cpl Henderson, B.",2026-03-22,2026-03-22T01:00:00+00:00,2026-03-17,36,41,False,False
ITM-004174,8430-68-680-7001,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,136,136,0,EA,F,,ROUTINE,WHSE-B1,"SSgt Reyes, J.",2025-11-28,2025-11-28T10:00:00+00:00,2026-04-01,150,26,True,False
ITM-004175,1005-50-203-2565,"M27 IAR, Serialized",Class VII — Major End Items,1,1,0,EA,A,USMC-XCUV7LX7,SENSITIVE,VBAY-02,"Cpl Diallo, S.",2026-04-17,2026-04-17T08:00:00+00:00,2026-03-10,10,47,False,False
ITM-004176,8470-08-177-9014,Civil Affairs Handout Kit,Class X — Non-Mil Programs,154,152,0,KT,A,,ROUTINE,WHSE-B1,"MSgt Quinones, V.",2026-03-25,2026-03-25T15:00:00+00:00,2026-04-21,32,6,False,False
ITM-004177,5610-15-953-9113,"Lumber 2x4x8, Bundle",Class IV — Construction,153,153,0,BD,C,,ROUTINE,WHSE-B2,"GySgt Underwood, R.",2026-03-12,2026-03-12T21:00:00+00:00,,45,9999,False,False
ITM-004178,2540-64-894-4163,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,17,15,0,EA,B,,ROUTINE,WHSE-A1,"Sgt Pham, D.",2026-03-09,2026-03-09T10:00:00+00:00,2026-03-29,49,28,False,False
ITM-004179,8915-85-534-7618,"Coffee, Instant, Case",Class I — Subsistence,70,75,5,CS,A,,SENSITIVE,WHSE-A2,"Cpl Boudreau, A.",2026-04-06,2026-04-06T22:00:00+00:00,,20,9999,False,False
ITM-004180,8415-52-971-7735,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,5,5,0,EA,A,,ROUTINE,WHSE-B2,"Sgt Pham, D.",2026-03-17,2026-03-17T19:00:00+00:00,,40,9999,False,False
ITM-004181,6505-52-735-7196,"TXA, 1g IV, Vial",Class VIII — Medical,43,43,0,EA,A,,SENSITIVE,MED-CAGE,"SSgt Reyes, J.",2026-04-04,2026-04-04T20:00:00+00:00,,22,9999,False,False
ITM-004182,1310-68-179-4781,"M67 Frag, 4-grenade Pack",Class V — Ammunition,9,11,2,BX,B,,ARMS,ARM-102,"Cpl Boudreau, A.",2026-04-25,2026-04-25T07:00:00+00:00,,2,9999,False,False
ITM-004183,8430-47-488-4187,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,109,109,0,EA,A,,ROUTINE,WHSE-B1,"Cpl Henderson, B.",2026-03-23,2026-03-23T15:00:00+00:00,2026-03-04,34,54,False,False
ITM-004184,8970-72-594-7909,UGR-A Component Pack,Class I — Subsistence,35,35,0,CS,A,,ROUTINE,WHSE-A1,"Cpl Boudreau, A.",2026-03-29,2026-03-29T13:00:00+00:00,2026-04-23,28,3,False,False
ITM-004185,8970-32-475-6834,"Coffee, Instant, Case",Class I — Subsistence,111,111,0,CS,B,USMC-DT6KLYRR,CCI,WHSE-A1,"SSgt Reyes, J.",2026-04-20,2026-04-20T03:00:00+00:00,2026-03-31,7,27,False,False
ITM-004186,8420-26-379-7343,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,195,195,0,EA,C,,ROUTINE,WHSE-B2,"Cpl Iwamoto, K.",2026-03-05,2026-03-05T11:00:00+00:00,2026-04-21,53,5,False,False
ITM-004187,8430-84-380-8664,"Helmet ECH, Large",Class II — Clothing & Individual Equip,47,49,2,EA,B,,ROUTINE,WHSE-B1,"Cpl Boudreau, A.",2025-12-13,2025-12-13T04:00:00+00:00,,135,9999,True,False
ITM-004188,8420-82-959-9722,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,65,65,0,EA,A,,SENSITIVE,WHSE-B2,"Cpl Henderson, B.",2026-04-19,2026-04-19T06:00:00+00:00,2026-01-27,8,89,False,False
ITM-004189,6135-24-353-6146,PRC-117 Battery BB-2590,Class IX — Repair Parts,24,22,0,EA,A,USMC-7AQHKDA7,CCI,WHSE-A1,"MSgt Quinones, V.",2026-04-23,2026-04-23T19:00:00+00:00,2026-04-15,3,12,False,False
ITM-004190,8915-10-287-7638,"MRE Case, Menu A",Class I — Subsistence,138,139,1,CS,A,,ROUTINE,WHSE-A2,"Sgt Alvarado, M.",2026-03-22,2026-03-22T11:00:00+00:00,2026-04-06,36,21,False,False
ITM-004191,2530-75-904-9866,JLTV Brake Caliper Assy,Class IX — Repair Parts,25,24,0,EA,F,,ROUTINE,VBAY-03,"GySgt Underwood, R.",2026-03-05,2026-03-05T09:00:00+00:00,2026-02-05,53,81,False,True
ITM-004192,8970-56-054-1724,"Coffee, Instant, Case",Class I — Subsistence,53,55,2,CS,F,,ROUTINE,WHSE-A2,"GySgt Yelovich, M.",2026-04-04,2026-04-04T18:00:00+00:00,2026-02-03,22,82,False,False
ITM-004193,1330-94-485-2384,"M67 Frag, 4-grenade Pack",Class V — Ammunition,37,37,0,BX,B,,ARMS,ARM-102,"Cpl Kowalski, P.",2026-04-19,2026-04-19T15:00:00+00:00,,7,9999,False,False
ITM-004194,2920-99-422-7406,"MTVR Air Filter, Element",Class IX — Repair Parts,13,13,0,EA,A,,SENSITIVE,WHSE-A2,"Cpl Henderson, B.",2026-04-05,2026-04-05T18:00:00+00:00,2026-04-26,21,0,False,False
ITM-004195,2540-28-366-4630,PRC-117 Battery BB-2590,Class IX — Repair Parts,3,4,1,EA,F,,ROUTINE,VBAY-03,"GySgt Yelovich, M.",2026-01-28,2026-01-28T23:00:00+00:00,,88,9999,True,True
ITM-004196,8530-96-451-8394,"PX Restock Kit, Bundle",Class VI — Personal Demand,175,176,1,KT,A,,ROUTINE,WHSE-B1,"SSgt Reyes, J.",2026-02-18,2026-02-18T07:00:00+00:00,2026-03-24,68,34,True,False
ITM-004197,8430-65-152-3735,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,183,183,0,EA,A,USMC-YSLPYEJ7,CCI,WHSE-B2,"GySgt Yelovich, M.",2026-04-26,2026-04-26T18:00:00+00:00,2026-03-22,0,36,False,False
ITM-004198,8970-63-081-6413,"MRE Case, Menu A",Class I — Subsistence,121,121,0,CS,C,,SENSITIVE,WHSE-A1,"Cpl Diallo, S.",2026-04-22,2026-04-22T21:00:00+00:00,2026-02-22,4,63,False,False
ITM-004199,9130-52-328-1929,"Coolant, Antifreeze, Gal",Class III — POL,41,41,0,DR,A,,ROUTINE,HAZ-Y1,"Sgt Olufsen, K.",2026-02-17,2026-02-17T01:00:00+00:00,,69,9999,True,False
ITM-004200,8430-94-273-0805,"Helmet ECH, Large",Class II — Clothing & Individual Equip,195,196,1,EA,A,,ROUTINE,WHSE-B1,"Cpl Diallo, S.",2025-12-29,2025-12-29T15:00:00+00:00,2026-01-25,118,91,True,False
ITM-004201,8530-65-360-2754,"Hygiene Kit, Field, Case",Class VI — Personal Demand,14,14,0,KT,A,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-04-09,2026-04-09T00:00:00+00:00,,18,9999,False,False
ITM-004202,2530-26-165-5664,"Tire, MTVR, 16R20",Class IX — Repair Parts,7,6,0,EA,A,,ROUTINE,WHSE-A2,"SSgt Reyes, J.",2025-12-22,2025-12-22T09:00:00+00:00,2026-04-11,126,15,True,False
ITM-004203,8970-35-680-9061,"MRE Case, Menu A",Class I — Subsistence,180,180,0,CS,C,,ROUTINE,WHSE-A1,"Cpl Iwamoto, K.",2026-03-05,2026-03-05T05:00:00+00:00,,53,9999,False,False
ITM-004204,2920-25-848-9312,"MTVR Air Filter, Element",Class IX — Repair Parts,21,22,1,EA,A,,ROUTINE,VBAY-03,"Cpl Boudreau, A.",2026-04-05,2026-04-05T07:00:00+00:00,,22,9999,False,False
ITM-004205,9130-74-500-6519,"JP-8, 55-gal Drum",Class III — POL,17,15,0,DR,A,,ROUTINE,HAZ-Y1,"Cpl Boudreau, A.",2026-04-10,2026-04-10T14:00:00+00:00,2026-04-11,16,15,False,False
ITM-004206,5945-22-630-9043,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,24,29,5,EA,A,,ROUTINE,VBAY-03,"Cpl Boudreau, A.",2025-11-12,2025-11-12T10:00:00+00:00,2026-03-15,166,42,True,False
ITM-004207,2540-76-376-1282,PRC-117 Battery BB-2590,Class IX — Repair Parts,1,1,0,EA,F,,ROUTINE,VBAY-01,"Sgt Carrillo, R.",2026-04-18,2026-04-18T15:00:00+00:00,2026-04-22,8,5,False,True
ITM-004208,8415-93-295-1675,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,61,62,1,EA,C,,ROUTINE,WHSE-B1,"SSgt Reyes, J.",2025-12-05,2025-12-05T00:00:00+00:00,2026-04-24,143,3,True,False
ITM-004209,2530-51-017-0044,PRC-117 Battery BB-2590,Class IX — Repair Parts,21,22,1,EA,B,,ROUTINE,WHSE-A1,"Sgt Alvarado, M.",2026-04-15,2026-04-15T04:00:00+00:00,2026-04-15,12,12,False,False
ITM-004210,2320-08-027-4126,AN/PRC-152A Handheld,Class VII — Major End Items,1,0,0,EA,A,USMC-E8NLZMLZ,SENSITIVE,COMSEC-1,"Cpl Henderson, B.",2026-04-15,2026-04-15T00:00:00+00:00,2026-02-11,12,75,False,False
ITM-004211,8910-67-828-0710,"MRE Case, Menu A",Class I — Subsistence,128,128,0,CS,B,,ROUTINE,WHSE-A2,"Cpl Boudreau, A.",2026-02-07,2026-02-07T14:00:00+00:00,,78,9999,True,False
ITM-004212,6135-55-732-1025,"MTVR Air Filter, Element",Class IX — Repair Parts,9,10,1,EA,F,,ROUTINE,WHSE-A2,"Sgt Carrillo, R.",2026-03-22,2026-03-22T01:00:00+00:00,,36,9999,False,True
ITM-004213,5610-16-285-0709,"Sandbag, Empty, Bundle",Class IV — Construction,129,131,2,BD,A,,ROUTINE,WHSE-B2,"Cpl Marin, L.",2026-03-31,2026-03-31T18:00:00+00:00,,26,9999,False,False
ITM-004214,8520-11-333-3982,"PX Restock Kit, Bundle",Class VI — Personal Demand,36,41,5,KT,A,,ROUTINE,WHSE-A2,"Cpl Kowalski, P.",2026-03-30,2026-03-30T04:00:00+00:00,,28,9999,False,False
ITM-004215,5510-72-680-0664,"Plywood 4x8, Sheet",Class IV — Construction,185,184,0,BD,C,,ROUTINE,WHSE-B2,"Sgt Alvarado, M.",2026-01-01,2026-01-01T16:00:00+00:00,2025-11-07,115,171,True,False
ITM-004216,1005-36-656-7448,AN/PEQ-15 IR Aim Light,Class VII — Major End Items,1,3,2,EA,F,USMC-RDFDAU92,SENSITIVE,ARM-103,"Sgt Alvarado, M.",2026-03-26,2026-03-26T05:00:00+00:00,,32,9999,True,True
ITM-004217,8420-67-062-0698,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,8,6,0,EA,A,,SENSITIVE,WHSE-B1,"Cpl Boudreau, A.",2026-03-27,2026-03-27T19:00:00+00:00,,30,9999,False,False
ITM-004218,2530-11-169-0332,M-ATV Hub Assembly,Class IX — Repair Parts,3,3,0,EA,B,,ARMS,WHSE-A1,"Cpl Diallo, S.",2026-04-18,2026-04-18T05:00:00+00:00,2026-04-09,9,18,False,False
ITM-004219,9905-45-051-1131,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,13,11,0,KT,A,,ROUTINE,WHSE-B2,"Sgt Carrillo, R.",2026-01-26,2026-01-26T17:00:00+00:00,,90,9999,True,False
ITM-004220,9140-26-902-4525,Hydraulic Fluid OE-46,Class III — POL,15,14,0,DR,A,,SENSITIVE,HAZ-Y1,"Sgt Olufsen, K.",2026-03-02,2026-03-02T09:00:00+00:00,,56,9999,True,False
ITM-004221,6135-25-077-7827,JLTV Brake Caliper Assy,Class IX — Repair Parts,20,22,2,EA,A,,ROUTINE,WHSE-A2,"SSgt Reyes, J.",2025-12-23,2025-12-23T09:00:00+00:00,,125,9999,True,False
ITM-004222,8465-35-179-2489,"Helmet ECH, Large",Class II — Clothing & Individual Equip,140,140,0,EA,B,,ROUTINE,WHSE-B2,"Cpl Kowalski, P.",2026-04-17,2026-04-17T01:00:00+00:00,,10,9999,False,False
ITM-004223,8465-71-558-6763,"Shemagh, Tan",Class II — Clothing & Individual Equip,10,15,5,EA,A,,HAZMAT,WHSE-B2,"Sgt Carrillo, R.",2026-04-15,2026-04-15T08:00:00+00:00,2026-04-16,12,10,False,False
ITM-004224,8910-64-906-0814,"MRE Case, Menu B",Class I — Subsistence,62,62,0,CS,B,,ROUTINE,WHSE-A2,"Cpl Diallo, S.",2025-08-16,2025-08-16T12:00:00+00:00,2026-02-19,254,66,True,False
ITM-004225,8420-77-530-3917,"Helmet ECH, Large",Class II — Clothing & Individual Equip,120,120,0,EA,F,,ROUTINE,WHSE-B2,"Sgt Pham, D.",2026-03-23,2026-03-23T20:00:00+00:00,2026-04-15,34,12,False,False
ITM-004226,2540-35-386-6554,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,6,7,1,EA,A,,ROUTINE,VBAY-02,"GySgt Yelovich, M.",2026-04-15,2026-04-15T01:00:00+00:00,2026-04-24,12,3,False,False
ITM-004227,1310-86-300-4201,"M67 Frag, 4-grenade Pack",Class V — Ammunition,38,36,0,BX,A,,ARMS,WHSE-A1,"Sgt Carrillo, R.",2026-04-13,2026-04-13T15:00:00+00:00,2026-04-02,13,24,True,False
ITM-004228,8430-18-252-6351,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,94,93,0,EA,A,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-03-11,2026-03-11T18:00:00+00:00,2026-04-06,46,21,False,False
ITM-004229,5945-73-986-8302,PRC-117 Battery BB-2590,Class IX — Repair Parts,9,9,0,EA,F,,ROUTINE,VBAY-03,"SSgt Whitfield, T.",2026-04-23,2026-04-23T00:00:00+00:00,,4,9999,False,True
ITM-004230,8915-27-719-2279,UGR-A Component Pack,Class I — Subsistence,191,193,2,CS,A,,ROUTINE,WHSE-A2,"Cpl Kowalski, P.",2026-02-23,2026-02-23T19:00:00+00:00,2026-02-06,62,79,True,False
ITM-004231,1330-93-782-7282,"5.56 Ball M855, 200rd Can",Class V — Ammunition,11,9,0,BX,B,,ARMS,ARM-102,"Sgt Pham, D.",2026-04-22,2026-04-22T13:00:00+00:00,2026-04-16,4,10,False,False
ITM-004232,1305-34-326-3824,"M67 Frag, 4-grenade Pack",Class V — Ammunition,36,34,0,BX,A,,SENSITIVE,ARM-101,"Sgt Alvarado, M.",2026-04-19,2026-04-19T14:00:00+00:00,,7,9999,False,False
ITM-004233,1005-67-532-5710,"M4A1 Carbine, Serialized",Class VII — Major End Items,1,1,0,EA,A,USMC-E2DGVR6S,SENSITIVE,COMSEC-1,"Sgt Olufsen, K.",2026-04-23,2026-04-23T19:00:00+00:00,,3,9999,False,False
ITM-004234,2530-91-999-4921,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,8,13,5,EA,B,,ROUTINE,WHSE-B1,"GySgt Underwood, R.",2026-03-18,2026-03-18T11:00:00+00:00,,40,9999,False,False
ITM-004235,5945-30-790-0507,JLTV Brake Caliper Assy,Class IX — Repair Parts,19,17,0,EA,F,,ROUTINE,VBAY-03,"Cpl Boudreau, A.",2026-04-13,2026-04-13T00:00:00+00:00,2026-03-14,14,43,False,True
ITM-004236,1005-32-942-3679,AN/PEQ-15 IR Aim Light,Class VII — Major End Items,1,6,5,EA,A,USMC-ZZKU6MD3,SENSITIVE,COMSEC-1,"Sgt Carrillo, R.",2026-03-31,2026-03-31T08:00:00+00:00,,27,9999,False,False
ITM-004237,8420-88-453-0325,"Helmet ECH, Large",Class II — Clothing & Individual Equip,126,126,0,EA,A,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-03-29,2026-03-29T08:00:00+00:00,2026-04-08,29,18,False,False
ITM-004238,1005-02-144-0429,AN/PRC-117G Manpack Radio,Class VII — Major End Items,1,1,0,EA,B,USMC-4UQR5HZT,SENSITIVE,ARM-103,"Cpl Marin, L.",2026-03-13,2026-03-13T21:00:00+00:00,,44,9999,True,False
ITM-004239,1305-72-883-4944,"5.56 Ball M855, 200rd Can",Class V — Ammunition,40,40,0,BX,F,,ARMS,ARM-102,"SSgt Whitfield, T.",2026-04-26,2026-04-26T18:00:00+00:00,2026-03-19,0,39,False,False
ITM-004240,6510-75-908-8086,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,31,32,1,EA,B,,SENSITIVE,MED-CAGE,"Sgt Pham, D.",2026-02-28,2026-02-28T19:00:00+00:00,,57,9999,True,False
ITM-004241,2540-62-193-2697,"MTVR Air Filter, Element",Class IX — Repair Parts,24,25,1,EA,B,,ROUTINE,WHSE-A1,"SSgt Whitfield, T.",2026-04-17,2026-04-17T02:00:00+00:00,2026-04-05,10,22,False,False
ITM-004242,2530-66-939-0999,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,7,7,0,EA,B,USMC-FQ2QJC64,CCI,VBAY-03,"Cpl Henderson, B.",2026-03-31,2026-03-31T22:00:00+00:00,2026-02-22,26,63,True,False
ITM-004243,2540-53-448-4490,"Tire, MTVR, 16R20",Class IX — Repair Parts,10,10,0,EA,A,,ROUTINE,WHSE-A1,"GySgt Yelovich, M.",2026-03-31,2026-03-31T08:00:00+00:00,2026-03-04,27,53,False,False
ITM-004244,8915-72-667-2045,"Coffee, Instant, Case",Class I — Subsistence,167,167,0,CS,A,,ROUTINE,WHSE-A1,"Cpl Boudreau, A.",2026-04-24,2026-04-24T15:00:00+00:00,,2,9999,False,False
ITM-004245,8465-38-642-2687,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,116,121,5,EA,B,,ROUTINE,HAZ-Y1,"Sgt Olufsen, K.",2026-04-13,2026-04-13T04:00:00+00:00,,14,9999,False,False
ITM-004246,5660-72-731-7235,"Concertina Wire, Roll",Class IV — Construction,127,129,2,BD,A,USMC-MW6WJ7PK,CCI,VBAY-01,"Sgt Alvarado, M.",2026-04-05,2026-04-05T21:00:00+00:00,2026-01-19,21,97,True,False
ITM-004247,2920-84-616-8212,PRC-117 Battery BB-2590,Class IX — Repair Parts,20,20,0,EA,B,,ROUTINE,WHSE-B1,"Cpl Kowalski, P.",2026-03-10,2026-03-10T05:00:00+00:00,2026-03-04,48,53,False,False
ITM-004248,5855-21-883-4436,AN/PEQ-15 IR Aim Light,Class VII — Major End Items,1,1,0,EA,A,USMC-GYFX8AVF,ROUTINE,VBAY-02,"MSgt Quinones, V.",2026-02-28,2026-02-28T20:00:00+00:00,,57,9999,False,False
ITM-004249,8420-70-671-2627,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,180,179,0,EA,A,,ROUTINE,WHSE-B1,"Cpl Boudreau, A.",2025-12-18,2025-12-18T17:00:00+00:00,,129,9999,True,False
ITM-004250,5945-74-816-5392,AN/VRC-103 Mount Kit,Class IX — Repair Parts,6,6,0,EA,A,,ROUTINE,WHSE-A1,"GySgt Underwood, R.",2026-03-09,2026-03-09T16:00:00+00:00,,48,9999,False,False
ITM-004251,8415-98-974-5280,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,74,75,1,EA,A,,ROUTINE,WHSE-B2,"Cpl Marin, L.",2026-02-01,2026-02-01T08:00:00+00:00,2026-04-19,85,7,True,False
ITM-004252,2320-40-464-4372,"M4A1 Carbine, Serialized",Class VII — Major End Items,1,1,0,EA,A,USMC-NG6PS8NZ,SENSITIVE,WHSE-A1,"Cpl Marin, L.",2026-04-18,2026-04-18T16:00:00+00:00,2026-02-21,8,65,False,False
ITM-004253,9140-75-830-1894,"MOGAS, 55-gal Drum",Class III — POL,49,48,0,DR,A,,ROUTINE,HAZ-Y1,"SSgt Whitfield, T.",2026-04-17,2026-04-17T13:00:00+00:00,2026-04-06,9,20,False,False
ITM-004254,5945-58-625-9712,"MTVR Air Filter, Element",Class IX — Repair Parts,10,8,0,EA,B,,ROUTINE,WHSE-A2,"Cpl Marin, L.",2026-04-01,2026-04-01T08:00:00+00:00,2026-04-08,26,19,False,False
ITM-004255,2540-62-556-9047,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,19,24,5,EA,A,,ROUTINE,WHSE-A2,"Cpl Kowalski, P.",2026-04-02,2026-04-02T11:00:00+00:00,2026-03-08,25,49,False,False
ITM-004256,5820-04-043-8368,AN/PRC-117G Manpack Radio,Class VII — Major End Items,1,1,0,EA,B,USMC-4R3ZSSTQ,SENSITIVE,ARM-103,"Cpl Kowalski, P.",2026-04-20,2026-04-20T20:00:00+00:00,2026-04-21,6,5,False,False
ITM-004257,2540-33-695-9590,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,20,20,0,EA,B,,ROUTINE,VBAY-03,"GySgt Underwood, R.",2026-01-02,2026-01-02T21:00:00+00:00,2026-03-31,114,26,True,False
ITM-004258,8430-37-059-2868,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,82,82,0,EA,C,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-03-30,2026-03-30T18:00:00+00:00,2026-04-06,27,21,False,False
ITM-004259,5945-63-923-7900,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,21,20,0,EA,A,,ROUTINE,VBAY-03,"Cpl Henderson, B.",2026-04-09,2026-04-09T08:00:00+00:00,2026-04-11,18,15,False,False
ITM-004260,5510-45-036-4843,"Plywood 4x8, Sheet",Class IV — Construction,73,73,0,BD,F,,SENSITIVE,WHSE-B2,"Cpl Iwamoto, K.",2026-03-05,2026-03-05T13:00:00+00:00,2026-03-27,52,31,True,False
ITM-004261,5855-04-528-6611,AN/PRC-117G Manpack Radio,Class VII — Major End Items,1,6,5,EA,F,USMC-HXXYPWFA,SENSITIVE,VBAY-01,"Sgt Pham, D.",2026-02-25,2026-02-25T22:00:00+00:00,2026-03-23,60,35,True,True
ITM-004262,9140-35-627-5688,"MOGAS, 55-gal Drum",Class III — POL,34,39,5,DR,A,,ROUTINE,HAZ-Y1,"Cpl Henderson, B.",2025-12-05,2025-12-05T17:00:00+00:00,2026-04-05,142,22,True,False
ITM-004263,8420-70-312-2737,"Helmet ECH, Large",Class II — Clothing & Individual Equip,88,88,0,EA,B,,ROUTINE,WHSE-B2,"Sgt Alvarado, M.",2026-03-17,2026-03-17T13:00:00+00:00,,40,9999,False,False
ITM-004264,1330-44-807-6792,"9mm Ball M1152, 50rd Box",Class V — Ammunition,7,9,2,BX,B,,ARMS,ARM-101,"Cpl Iwamoto, K.",2026-04-14,2026-04-14T11:00:00+00:00,2026-02-27,13,58,True,False
ITM-004265,5945-19-963-7804,AN/VRC-103 Mount Kit,Class IX — Repair Parts,14,14,0,EA,F,,ROUTINE,VBAY-03,"MSgt Quinones, V.",2026-03-20,2026-03-20T02:00:00+00:00,2026-01-15,38,101,False,True
ITM-004266,5510-30-792-8747,"Concertina Wire, Roll",Class IV — Construction,95,95,0,BD,A,,ROUTINE,WHSE-B2,"Cpl Iwamoto, K.",2026-03-04,2026-03-04T02:00:00+00:00,,54,9999,False,False
ITM-004267,5945-84-697-0032,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,1,3,2,EA,B,,ROUTINE,WHSE-A2,"GySgt Yelovich, M.",2025-06-01,2025-06-01T09:00:00+00:00,2026-03-23,330,34,True,False
ITM-004268,5945-95-067-0649,M-ATV Hub Assembly,Class IX — Repair Parts,23,28,5,EA,F,,SENSITIVE,WHSE-A1,"Sgt Carrillo, R.",2026-03-25,2026-03-25T23:00:00+00:00,,32,9999,True,True
ITM-004269,8430-59-473-5061,"Shemagh, Tan",Class II — Clothing & Individual Equip,77,82,5,EA,C,,ROUTINE,WHSE-B1,"Cpl Iwamoto, K.",2026-04-16,2026-04-16T05:00:00+00:00,2026-02-14,11,72,False,False
ITM-004270,2320-46-051-1040,AN/PRC-152A Handheld,Class VII — Major End Items,1,0,0,EA,B,USMC-EJSAQ5PR,SENSITIVE,COMSEC-1,"Sgt Alvarado, M.",2026-04-03,2026-04-03T05:00:00+00:00,2026-04-03,24,24,False,False
ITM-004271,2540-05-599-1759,"Tire, MTVR, 16R20",Class IX — Repair Parts,4,3,0,EA,B,,ROUTINE,WHSE-B1,"Sgt Alvarado, M.",2026-02-28,2026-02-28T00:00:00+00:00,2026-02-08,58,78,False,False
ITM-004272,2320-70-925-2821,"AN/PVS-14 NVG, Mono",Class VII — Major End Items,1,0,0,EA,F,USMC-MYR5TFD2,SENSITIVE,ARM-103,"SSgt Reyes, J.",2025-11-14,2025-11-14T05:00:00+00:00,2026-03-30,164,27,True,True
